Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 05/25  13:00:00,0.0,355784849.14973738,93124323.85391507,179858086.8360924,462214534.4576664,462214534.4576664,27249611.373395526 
 05/25  14:00:00,0.0,357843838.4808408,93124323.85391507,167093070.35257594,453979125.36787,453979125.36787,15611134.422014289 
 05/25  15:00:00,0.0,392142658.30395808,93124323.85391507,167093070.35257594,481519068.7889544,481519068.78895446,15589154.458677857 
 05/25  16:00:00,0.0,422635117.6591266,93124323.85391507,177537174.74818034,521771950.9850527,521771950.98505267,20556119.492692338 
 05/25  17:00:00,0.0,331796228.4978476,51755876.12851606,140923939.57316489,409483814.71410366,409483814.7141036,15393095.831627638 
 05/25  18:00:00,0.0,252179471.83026055,31351243.770796807,69106004.40578464,280479760.36781188,280479760.3678119,10987494.60684365 
 05/25  19:00:00,0.0,237445858.13335596,36687513.562782499,59822356.05413629,268443647.52735576,268443647.5273557,6791184.0 
 05/25  20:00:00,0.0,226874657.06114529,26303943.895732467,59822356.05413629,261950759.13884319,261950759.13884316,10920065.449506639 
 05/25  21:00:00,0.0,222598377.1742268,26303943.895732467,55180531.87831212,253291931.97717107,253291931.97717107,6791184.0 
 05/25  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/25  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/25  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/26  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/26  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/26  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/26  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/26  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/26  06:00:00,504536.2075458106,238162841.86544527,10796058.157747005,55180531.87831212,200302162.86063708,200302162.86063708,6791184.0 
 05/26  07:00:00,0.0,223840285.25203783,36371885.079599309,95796493.41677365,282338812.0322727,282338812.0322728,6791184.0 
 05/26  08:00:00,0.0,287425270.8804606,96420501.71007112,204227663.7591693,477539221.4324243,477539221.43242427,6791184.0 
 05/26  09:00:00,0.0,306547676.5564515,93124323.85391507,174055806.61631219,452725013.9838382,452725013.9838382,6791184.0 
 05/26  10:00:00,0.0,316608669.0941938,93124323.85391507,167093070.35257594,452959467.7218239,452959467.7218238,6791184.0 
 05/26  11:00:00,0.0,343243765.1049285,93124323.85391507,174055806.61631219,475136601.80897566,475136601.80897566,20726600.33541648 
 05/26  12:00:00,0.0,368395024.480624,93124323.85391507,177667514.30607478,494818135.94363376,494818135.9436338,26171079.490337578 
 05/26  13:00:00,0.0,402948268.54299989,93124323.85391507,179858086.8360924,513145095.55065146,513145095.55065146,28672250.87085026 
 05/26  14:00:00,0.0,416996335.35875907,93124323.85391507,167093070.35257594,510768723.06949087,510768723.0694909,17513795.37067292 
 05/26  15:00:00,0.0,416801288.0006132,93124323.85391507,167093070.35257594,520484773.70344248,520484773.7034424,15573117.383831043 
 05/26  16:00:00,0.0,450317245.59231629,93124323.85391507,177537174.74818034,563130520.7243903,563130520.72439,20547974.27965394 
 05/26  17:00:00,0.0,355757221.90282,51735735.47439728,140923939.57316489,441805736.33975437,441805736.33975437,15343683.286072508 
 05/26  18:00:00,0.0,269687534.40626499,31394500.728743338,69106004.40578464,311269040.17102816,311269040.17102816,11005211.69197246 
 05/26  19:00:00,0.0,248375331.48846326,37197463.87327285,59822356.05413629,289549148.74705508,289549148.74705508,6791184.0 
 05/26  20:00:00,0.0,232552059.54088599,26303943.895732467,59822356.05413629,274685712.6826892,274685712.68268916,10918971.449272827 
 05/26  21:00:00,0.0,226535057.08308728,26303943.895732467,55180531.87831212,259887048.49366886,259887048.49366889,6791184.0 
 05/26  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/26  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/26  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/27  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/27  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/27  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/27  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/27  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/27  06:00:00,438492.2511126231,240982316.86449436,10829279.40873432,55180531.87831212,203833772.19115556,203833772.19115559,6791184.0 
 05/27  07:00:00,0.0,222886846.99140329,12639845.25578879,73747828.58160882,248551683.8318782,248551683.8318782,6791184.0 
 05/27  08:00:00,0.0,222883454.2433381,32384467.148553946,85222049.46327476,273862827.70839336,273862827.70839336,6791184.0 
 05/27  09:00:00,0.0,224275696.39583195,31108863.856811134,93345241.77096707,282738176.3845186,282738176.3845187,6791184.0 
 05/27  10:00:00,0.0,232033670.51641003,31041441.284638365,89863873.63909894,289600193.20804229,289600193.20804229,6791184.0 
 05/27  11:00:00,0.0,242925109.06003598,31041441.284638365,97987065.94679125,310494635.8993099,310494635.8993099,6791184.0 
 05/27  12:00:00,0.0,243724621.33551956,15520720.642319182,72652542.31660003,278619600.56963106,278619600.56963106,6791184.0 
 05/27  13:00:00,0.0,249492137.2927655,15520720.642319182,63368893.96495168,277169921.55186977,277169921.55186977,6791184.0 
 05/27  14:00:00,0.0,252482452.02528186,15520720.642319182,57566613.74517146,273662115.1058436,273662115.1058436,6791184.0 
 05/27  15:00:00,0.0,251481836.68485094,15520720.642319182,52924789.569347288,260931802.02305193,260931802.02305193,6791184.0 
 05/27  16:00:00,0.0,245445604.5682794,15520720.642319182,54085245.61330333,241037905.39301939,241037905.39301939,6791184.0 
 05/27  17:00:00,0.0,227304896.16870088,5173573.547439723,48348135.17247035,196178763.01733805,196178763.01733805,6791184.0 
 05/27  18:00:00,0.0,0.0,5228388.657300131,41385398.90873409,47326269.96245338,47326269.96245338,6791184.0 
 05/27  19:00:00,0.0,0.0,4480345.259733434,33399901.5013581,38487484.2726537,38487484.2726537,6791184.0 
 05/27  20:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/27  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/27  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/27  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/27  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/28  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/28  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/28  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/28  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/28  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/28  06:00:00,0.0,0.0,5897289.928284483,41385398.90873409,62133728.21787359,62133728.21787359,6791184.0 
 05/28  07:00:00,0.0,0.0,6122321.212706001,41385398.90873409,48220571.051947738,48220571.05194774,6791184.0 
 05/28  08:00:00,0.0,0.0,5279349.610707408,41385398.90873409,47377290.36287398,47377290.36287398,6791184.0 
 05/28  09:00:00,132902.77964957816,21842160.90307493,5185657.147231918,41385398.90873409,57914512.186642829,57914512.186642829,6791184.0 
 05/28  10:00:00,318136.0223443074,48701641.442052189,5173573.547439723,41385398.90873409,71123724.14349614,71123724.14349614,6791184.0 
 05/28  11:00:00,0.0,27581116.386526783,5173573.547439723,41385398.90873409,60846450.246556598,60846450.24655658,6791184.0 
 05/28  12:00:00,166759.93140401334,83990614.43993287,5173573.547439723,41385398.90873409,89141523.85371155,89141523.85371153,6791184.0 
 05/28  13:00:00,169260.14189084125,65829309.71765908,5173573.547439723,41385398.90873409,79586156.99463211,79586156.9946321,6791184.0 
 05/28  14:00:00,243360.81467001976,84591033.47795913,5173573.547439723,41385398.90873409,88484079.89020448,88484079.89020446,6791184.0 
 05/28  15:00:00,107075.32412415109,98997486.15153486,5173573.547439723,41385398.90873409,92868040.4708456,92868040.4708456,6791184.0 
 05/28  16:00:00,0.0,106189620.3117415,5173573.547439723,41385398.90873409,95949175.46237895,95949175.46237892,6791184.0 
 05/28  17:00:00,67282.88921663733,98057967.2391912,5181629.809087235,41385398.90873409,90513827.20708984,90513827.20708983,6791184.0 
 05/28  18:00:00,0.0,126009406.42850927,4349884.246847335,33399901.5013581,93408149.76407235,93408149.76407236,6791184.0 
 05/28  19:00:00,0.0,10551895.571877445,3927060.134604772,33399901.5013581,42602882.05531226,42602882.05531226,6791184.0 
 05/28  20:00:00,0.0,22323740.551035845,3861201.791338584,33399901.5013581,58351615.63872878,58351615.63872878,6791184.0 
 05/28  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/28  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/28  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/28  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/29  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/29  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/29  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/29  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/29  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/29  06:00:00,0.0,0.0,5897289.928284483,41385398.90873409,57420878.21787359,57420878.21787359,6791184.0 
 05/29  07:00:00,0.0,0.0,5991989.586541175,41385398.90873409,48090215.38145769,48090215.38145769,6791184.0 
 05/29  08:00:00,242312.44397767588,22048126.22366195,5233602.52736193,41385398.90873409,57882650.533647689,57882650.53364768,6791184.0 
 05/29  09:00:00,197748.27706699354,67388841.97966579,5179615.34733582,41385398.90873409,80215116.86792888,80215116.86792887,6791184.0 
 05/29  10:00:00,137122.8293789232,66335219.808946657,5173573.547439723,41385398.90873409,79232721.78410107,79232721.78410107,6791184.0 
 05/29  11:00:00,39913.003030609616,90447178.50566328,5173573.547439723,41385398.90873409,88086784.82266478,88086784.82266477,6791184.0 
 05/29  12:00:00,45505.36752692278,74542155.20485285,5173573.547439723,41385398.90873409,80674442.84636072,80674442.84636072,6791184.0 
 05/29  13:00:00,0.0,46222289.53563407,5173573.547439723,41385398.90873409,66669555.06860852,66669555.06860852,6791184.0 
 05/29  14:00:00,149609.3002141442,65485926.47693494,5173573.547439723,41385398.90873409,75670302.21675755,75670302.21675757,6791184.0 
 05/29  15:00:00,0.0,134053559.87745959,5173573.547439723,41385398.90873409,105893059.48362974,105893059.48362974,6791184.0 
 05/29  16:00:00,0.0,151154338.66328866,5173573.547439723,41385398.90873409,114640942.65073365,114640942.65073365,6791184.0 
 05/29  17:00:00,0.0,88162370.92895246,5175587.612851601,41385398.90873409,84134424.35057302,84134424.35057302,6791184.0 
 05/29  18:00:00,0.0,177789724.62486483,4329725.696864651,33399901.5013581,123624566.89772624,123624566.89772624,6791184.0 
 05/29  19:00:00,0.0,142462875.87097619,3893788.1156692237,33399901.5013581,100312405.85406628,100312405.85406628,6791184.0 
 05/29  20:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/29  21:00:00,0.0,44226464.15266786,3861201.791338584,33399901.5013581,66600116.773008469,66600116.773008469,6791184.0 
 05/29  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/29  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/29  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/30  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/30  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/30  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/30  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/30  05:00:00,670887.4326922037,94895329.87932721,3861201.791338584,44533202.00181078,132101988.51651646,132101988.51651646,6791184.0 
 05/30  06:00:00,119787.89138483262,240599843.44976414,10796058.157747005,55180531.87831212,240276409.10012985,240276409.1001298,6791184.0 
 05/30  07:00:00,0.0,248761609.19659329,35505512.53909579,95796493.41677365,278681689.707235,278681689.707235,6791184.0 
 05/30  08:00:00,0.0,331265808.2626455,94340022.9929665,204227663.7591693,479869737.77610889,479869737.77610889,6791184.0 
 05/30  09:00:00,0.0,349973298.740118,93124323.85391507,174055806.61631219,464941915.4871842,464941915.48718419,6791184.0 
 05/30  10:00:00,0.0,370333818.56681957,93124323.85391507,167093070.35257594,474994922.86536309,474994922.865363,6791184.0 
 05/30  11:00:00,0.0,404407485.15891996,93124323.85391507,174055806.61631219,503297802.03953078,503297802.0395307,16068656.199163622 
 05/30  12:00:00,0.0,410924858.68279036,93124323.85391507,177667514.30607478,513967159.0648448,513967159.0648448,26131657.82181652 
 05/30  13:00:00,0.0,442250912.86605098,93124323.85391507,179858086.8360924,530359422.6958929,530359422.69589295,26316668.432822028 
 05/30  14:00:00,0.0,456007187.39560428,93124323.85391507,167093070.35257594,526714788.7199618,526714788.71996179,19650933.057909848 
 05/30  15:00:00,0.0,474124194.9152949,93124323.85391507,167093070.35257594,543054057.212888,543054057.2128878,15562141.380026218 
 05/30  16:00:00,0.0,476851380.71245816,93124323.85391507,177537174.74818034,561232721.5501877,561232721.5501877,20529620.581636888 
 05/30  17:00:00,0.0,426538064.3980073,51735735.47439728,140923939.57316489,460949141.9495923,460949141.94959238,15352345.48935249 
 05/30  18:00:00,0.0,313005546.4661792,31089778.854523429,69106004.40578464,308847804.0334279,308847804.0334279,10994021.394963634 
 05/30  19:00:00,0.0,275113841.62876328,36066878.770059477,59822356.05413629,282039132.2302882,282039132.23028829,6791184.0 
 05/30  20:00:00,0.0,246344357.0290079,26303943.895732467,59822356.05413629,264564572.3609273,264564572.3609273,6791184.0 
 05/30  21:00:00,0.0,232855325.3017962,26303943.895732467,55180531.87831212,250408592.6998458,250408592.6998458,6791184.0 
 05/30  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/30  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/30  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/31  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/31  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/31  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/31  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/31  05:00:00,412825.0794030071,87926414.55700049,3861201.791338584,44533202.00181078,98451523.12047118,98451523.12047118,6791184.0 
 05/31  06:00:00,0.0,232316082.12805633,10766481.974721296,55180531.87831212,184198736.79013825,184198736.79013825,6791184.0 
 05/31  07:00:00,0.0,230276667.49113179,34858574.65833545,95796493.41677365,269574254.3526812,269574254.35268118,6791184.0 
 05/31  08:00:00,0.0,313136658.0880952,94418301.2316139,204227663.7591693,476148886.7936341,476148886.7936341,6791184.0 
 05/31  09:00:00,0.0,339511136.12299337,93124323.85391507,174055806.61631219,465480898.4135758,465480898.4135758,6791184.0 
 05/31  10:00:00,0.0,366595736.53506997,93124323.85391507,167093070.35257594,476855699.6030335,476855699.6030334,6791184.0 
 05/31  11:00:00,0.0,389289296.9275161,93124323.85391507,174055806.61631219,494991932.69801518,494991932.6980151,20692374.09547824 
 05/31  12:00:00,0.0,399569992.76887187,93124323.85391507,177667514.30607478,503517905.96150818,503517905.96150818,30550869.683086985 
 05/31  13:00:00,0.0,423716560.22729459,93124323.85391507,179858086.8360924,514585283.0720919,514585283.07209178,26285065.279443157 
 05/31  14:00:00,0.0,424887291.0642197,93124323.85391507,167093070.35257594,502510907.91567936,502510907.91567936,15599603.481440755 
