Date/Time,Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/21  14:00:00,2.4,558.4131747035665,0.0,675266294.5667956,119991185.40467142,224813060.55296705 
 07/21  15:00:00,2.4,522.7428547735229,0.0,683347019.2636411,119991185.40467142,224813060.55296705 
 07/21  16:00:00,2.4,458.79708920135365,0.0,683496768.3599448,119991185.40467142,224813060.55296705 
 07/21  17:00:00,2.4,357.08032063725866,0.0,664631402.4866232,119991185.40467142,224813060.55296705 
 07/21  18:00:00,2.4,205.1994120596819,0.0,619872446.0291808,120131322.63904399,224813060.55296705 
 07/21  19:00:00,2.4,36.8684596217668,0.0,557932076.447133,136249710.75501783,224813060.55296705 
 07/21  20:00:00,2.4,0.0,0.0,520786412.464209,152517470.7542746,224813060.55296705 
 07/21  21:00:00,2.4,0.0,0.0,499311692.9306695,152517470.7542746,224813060.55296705 
 07/21  22:00:00,2.4,0.0,0.0,483480240.6554013,152517470.7542746,224813060.55296705 
 07/21  23:00:00,2.4,0.0,4811531.551782682,134690731.60386289,152517470.7542746,224813060.55296705 
 07/21  24:00:00,2.4,0.0,2553791.272813446,166603594.27542982,152517470.7542746,224813060.55296705 
 07/21  01:00:00,2.4,0.0,2138860.6752440419,185924911.17989946,152517470.7542746,224813060.55296705 
 07/21  02:00:00,2.4,0.0,1544981.6132161124,230105111.47396005,152517470.7542746,224813060.55296705 
 07/21  03:00:00,2.4,0.0,1298290.677136153,179204418.53276292,152517470.7542746,224813060.55296705 
 07/21  04:00:00,2.4,0.0,2333927.137578258,221106131.72565515,152517470.7542746,224813060.55296705 
 07/21  05:00:00,2.4,0.0,1515087.3623411253,234808095.08068357,152517470.7542746,224813060.55296705 
 07/21  06:00:00,2.4,0.0145891147909559,1290019.175211425,182313033.82082654,152517470.7542746,224813060.55296705 
 07/21  07:00:00,2.4,56.34860986772071,1125271.67633511,433842329.0291228,131886500.00307139,224813060.55296705 
 07/21  08:00:00,2.4,231.85959147294114,0.0,418357665.3693617,119991185.40467142,224813060.55296705 
 07/21  09:00:00,2.4,375.607302565397,0.0,350208400.3292041,119991185.40467142,224813060.55296705 
 07/21  10:00:00,2.4,470.73042604296429,483714.53126595736,322999345.26794019,119991185.40467142,224813060.55296705 
 07/21  11:00:00,2.4,529.8608859013466,1183789.9443935597,531401708.79414597,119991185.40467142,224813060.55296705 
 07/21  12:00:00,2.4,561.7438609980454,0.0,633298693.374764,119991185.40467142,224813060.55296705 
 07/21  13:00:00,2.4,570.8458267551066,0.0,675716917.5647625,119991185.40467142,224813060.55296705 
 07/21  14:00:00,2.4,558.4131747035665,0.0,688823257.3636553,119991185.40467142,224813060.55296705 
 07/21  15:00:00,2.4,522.7428547735229,0.0,697634651.3455958,119991185.40467142,224813060.55296705 
 07/21  16:00:00,2.4,458.79708920135365,0.0,699717978.5338388,119991185.40467142,224813060.55296705 
 07/21  17:00:00,2.4,357.08032063725866,0.0,688230581.4252678,119991185.40467142,224813060.55296705 
 07/21  18:00:00,2.4,205.1994120596819,0.0,641027389.5751213,120131322.63904399,224813060.55296705 
 07/21  19:00:00,2.4,36.8684596217668,0.0,575112101.77149,136249710.75501783,224813060.55296705 
 07/21  20:00:00,2.4,0.0,0.0,535163851.1007255,152517470.7542746,224813060.55296705 
 07/21  21:00:00,2.4,0.0,0.0,511309811.55859407,152517470.7542746,224813060.55296705 
 07/21  22:00:00,2.4,0.0,0.0,392480442.0031332,152517470.7542746,224813060.55296705 
 07/21  23:00:00,2.4,0.0,4116832.0536406526,138056768.70172838,152517470.7542746,224813060.55296705 
 07/21  24:00:00,2.4,0.0,2333883.096131051,217198530.48719246,152517470.7542746,224813060.55296705 
 07/21  01:00:00,2.4,0.0,2057400.3005478583,212419200.18416865,152517470.7542746,224813060.55296705 
 07/21  02:00:00,2.4,0.0,1164174.2611301556,225487790.5625984,152517470.7542746,224813060.55296705 
 07/21  03:00:00,2.4,0.0,1165228.8392229547,155251940.64637543,152517470.7542746,224813060.55296705 
 07/21  04:00:00,2.4,0.0,2373357.3004918105,240985510.02923275,152517470.7542746,224813060.55296705 
 07/21  05:00:00,2.4,0.0,1205370.219887698,230053763.63049115,152517470.7542746,224813060.55296705 
 07/21  06:00:00,2.4,0.0145891147909559,1217127.0521031228,158514985.64413185,152517470.7542746,224813060.55296705 
 07/21  07:00:00,2.4,56.34860986772071,1286759.6335607509,445409689.8571427,131886500.00307139,224813060.55296705 
 07/21  08:00:00,2.4,231.85959147294114,0.0,446591658.0185983,119991185.40467142,224813060.55296705 
 07/21  09:00:00,2.4,375.607302565397,0.0,373359236.6912866,119991185.40467142,224813060.55296705 
 07/21  10:00:00,2.4,470.73042604296429,10954.008058620093,320107941.5929229,119991185.40467142,224813060.55296705 
 07/21  11:00:00,2.4,529.8608859013466,101428.95875248229,411001684.60487177,119991185.40467142,224813060.55296705 
 07/21  12:00:00,2.4,561.7438609980454,0.0,606405420.026177,119991185.40467142,224813060.55296705 
 07/21  13:00:00,2.4,570.8458267551066,0.0,682554657.2839015,119991185.40467142,224813060.55296705 
 07/21  14:00:00,2.4,558.4131747035665,0.0,700689348.2665547,119991185.40467142,224813060.55296705 
 07/21  15:00:00,2.4,522.7428547735229,0.0,708321563.726924,119991185.40467142,224813060.55296705 
 07/21  16:00:00,2.4,458.79708920135365,0.0,709956106.9406598,119991185.40467142,224813060.55296705 
 07/21  17:00:00,2.4,357.08032063725866,0.0,692503197.7332918,119991185.40467142,224813060.55296705 
 07/21  18:00:00,2.4,205.1994120596819,0.0,642408837.1130192,120131322.63904399,224813060.55296705 
 07/21  19:00:00,2.4,36.8684596217668,0.0,576594897.2801836,136249710.75501783,224813060.55296705 
 07/21  20:00:00,2.4,0.0,0.0,536355266.4458028,152517470.7542746,224813060.55296705 
 07/21  21:00:00,2.4,0.0,0.0,448840115.6021945,152517470.7542746,224813060.55296705 
 07/21  22:00:00,2.4,0.0,0.0,361024932.2544587,152517470.7542746,224813060.55296705 
 07/21  23:00:00,2.4,0.0,3531575.1320993935,158254429.81335975,152517470.7542746,224813060.55296705 
 07/21  24:00:00,2.4,0.0,1819823.2817611986,207820113.9524029,152517470.7542746,224813060.55296705 
 07/21  01:00:00,2.4,0.0,2071590.467938826,211943176.35561423,152517470.7542746,224813060.55296705 
 07/21  02:00:00,2.4,0.0,1179571.998160574,225138427.53220649,152517470.7542746,224813060.55296705 
 07/21  03:00:00,2.4,0.0,1174501.4768496692,155063870.74402405,152517470.7542746,224813060.55296705 
 07/21  04:00:00,2.4,0.0,2383480.130310688,240628032.8596434,152517470.7542746,224813060.55296705 
 07/21  05:00:00,2.4,0.0,1209892.0488738754,229677431.32868795,152517470.7542746,224813060.55296705 
 07/21  06:00:00,2.4,0.0145891147909559,1221058.766828125,158267315.16658915,152517470.7542746,224813060.55296705 
 07/21  07:00:00,2.4,56.34860986772071,1301518.4557613389,445269373.5111498,131886500.00307139,224813060.55296705 
 07/21  08:00:00,2.4,231.85959147294114,0.0,452901344.6983918,119991185.40467142,224813060.55296705 
 07/21  09:00:00,2.4,375.607302565397,0.0,378614810.43037566,119991185.40467142,224813060.55296705 
 07/21  10:00:00,2.4,470.73042604296429,0.0,327471305.4105649,119991185.40467142,224813060.55296705 
 07/21  11:00:00,2.4,529.8608859013466,2153.7858364346905,414256244.59191229,119991185.40467142,224813060.55296705 
 07/21  12:00:00,2.4,561.7438609980454,0.0,610394625.346054,119991185.40467142,224813060.55296705 
 07/21  13:00:00,2.4,570.8458267551066,0.0,685437928.5037584,119991185.40467142,224813060.55296705 
 07/21  14:00:00,2.4,558.4131747035665,0.0,702084424.6357396,119991185.40467142,224813060.55296705 
 07/21  15:00:00,2.4,522.7428547735229,0.0,709750370.1129598,119991185.40467142,224813060.55296705 
 07/21  16:00:00,2.4,458.79708920135365,0.0,710116556.4664856,119991185.40467142,224813060.55296705 
 07/21  17:00:00,2.4,357.08032063725866,0.0,687649538.4914768,119991185.40467142,224813060.55296705 
 07/21  18:00:00,2.4,205.1994120596819,0.0,638461009.9247835,120131322.63904399,224813060.55296705 
 07/21  19:00:00,2.4,36.8684596217668,0.0,573275455.8837705,136249710.75501783,224813060.55296705 
 07/21  20:00:00,2.4,0.0,0.0,533396897.3349319,152517470.7542746,224813060.55296705 
 07/21  21:00:00,2.4,0.0,0.0,433762206.2823601,152517470.7542746,224813060.55296705 
 07/21  22:00:00,2.4,0.0,0.0,365623246.90670958,152517470.7542746,224813060.55296705 
 07/21  23:00:00,2.4,0.0,3949146.150960762,148791141.51172573,152517470.7542746,224813060.55296705 
 07/21  24:00:00,2.4,0.0,1888508.1075242914,208710528.84717829,152517470.7542746,224813060.55296705 
 07/21  01:00:00,2.4,0.0,1995620.3971711703,219328817.58300109,152517470.7542746,224813060.55296705 
 07/21  02:00:00,2.4,0.0,1434960.0647071577,226938537.90454997,152517470.7542746,224813060.55296705 
 07/21  03:00:00,2.4,0.0,1665342.5276291287,154322066.8836177,152517470.7542746,224813060.55296705 
 07/21  04:00:00,2.4,0.0,2851516.6123371657,235925350.45751784,152517470.7542746,224813060.55296705 
 07/21  05:00:00,2.4,0.0,1474623.6307126648,236776616.15520788,152517470.7542746,224813060.55296705 
 07/21  06:00:00,2.4,0.0145891147909559,1715211.9127222305,180696836.53017185,152517470.7542746,224813060.55296705 
 07/21  07:00:00,2.4,56.34860986772071,1215544.3075166317,337712452.82219716,131407025.59753889,224813060.55296705 
 07/21  08:00:00,2.4,231.85959147294114,90265.34983967868,433946891.5193405,119991185.40467142,224813060.55296705 
 07/21  09:00:00,2.4,375.607302565397,143436.6347413219,567397579.6954215,119991185.40467142,224813060.55296705 
 07/21  10:00:00,2.4,470.73042604296429,0.0,613125154.6696677,119991185.40467142,224813060.55296705 
 07/21  11:00:00,2.4,529.8608859013466,0.0,633630256.5147554,119991185.40467142,224813060.55296705 
 07/21  12:00:00,2.4,561.7438609980454,0.0,631564657.9128194,119991185.40467142,224813060.55296705 
 07/21  13:00:00,2.4,570.8458267551066,0.0,622876652.4423173,119991185.40467142,224813060.55296705 
 07/21  14:00:00,2.4,558.4131747035665,0.0,622499874.9681558,119991185.40467142,224813060.55296705 
 07/21  15:00:00,2.4,522.7428547735229,0.0,619735978.8719783,119991185.40467142,224813060.55296705 
 07/21  16:00:00,2.4,458.79708920135365,0.0,617135429.1085925,119991185.40467142,224813060.55296705 
 07/21  17:00:00,2.4,357.08032063725866,0.0,620757334.8024606,119991185.40467142,224813060.55296705 
 07/21  18:00:00,2.4,205.1994120596819,0.0,610485598.7563762,120131322.63904399,224813060.55296705 
 07/21  19:00:00,2.4,36.8684596217668,0.0,591937990.8710766,135946180.64167638,224813060.55296705 
 07/21  20:00:00,2.4,0.0,0.0,577733827.217359,152517470.7542746,224813060.55296705 
 07/21  21:00:00,2.4,0.0,0.0,549233638.1879914,152517470.7542746,224813060.55296705 
 07/21  22:00:00,2.4,0.0,0.0,527242162.20623448,152517470.7542746,224813060.55296705 
 07/21  23:00:00,2.4,0.0,3017835.300375771,154540250.88363678,152517470.7542746,224813060.55296705 
 07/21  24:00:00,2.4,0.0,2375458.3327552706,164693341.39818166,152517470.7542746,224813060.55296705 
 07/21  01:00:00,2.4,0.0,2174726.0493858319,218171532.22092033,152517470.7542746,224813060.55296705 
 07/21  02:00:00,2.4,0.0,1471866.5767725539,228696299.9449847,152517470.7542746,224813060.55296705 
 07/21  03:00:00,2.4,0.0,1421580.7337282194,157225224.27284665,152517470.7542746,224813060.55296705 
 07/21  04:00:00,2.4,0.0,2696722.583813633,243098016.80248077,152517470.7542746,224813060.55296705 
 07/21  05:00:00,2.4,0.0,1316199.0206259583,238482735.77740974,152517470.7542746,224813060.55296705 
 07/21  06:00:00,2.4,0.0145891147909559,1651161.1719578114,188775181.7869518,152517470.7542746,224813060.55296705 
 07/21  07:00:00,2.4,56.34860986772071,854624.3023993927,377258336.398813,131886500.00307139,224813060.55296705 
 07/21  08:00:00,2.4,231.85959147294114,0.0,381553929.335603,119991185.40467142,224813060.55296705 
 07/21  09:00:00,2.4,375.607302565397,665071.8630231903,474620241.66676387,119991185.40467142,224813060.55296705 
 07/21  10:00:00,2.4,470.73042604296429,0.0,582255955.2174734,119991185.40467142,224813060.55296705 
 07/21  11:00:00,2.4,529.8608859013466,0.0,622471970.0834236,119991185.40467142,224813060.55296705 
 07/21  12:00:00,2.4,561.7438609980454,0.0,633626738.3173001,119991185.40467142,224813060.55296705 
 07/21  13:00:00,2.4,570.8458267551066,0.0,630877863.2312348,119991185.40467142,224813060.55296705 
 07/21  14:00:00,2.4,558.4131747035665,0.0,631412222.5927366,119991185.40467142,224813060.55296705 
 07/21  15:00:00,2.4,522.7428547735229,0.0,633731640.2778964,119991185.40467142,224813060.55296705 
 07/21  16:00:00,2.4,458.79708920135365,0.0,636311744.2621812,119991185.40467142,224813060.55296705 
 07/21  17:00:00,2.4,357.08032063725866,0.0,633037768.0579014,119991185.40467142,224813060.55296705 
 07/21  18:00:00,2.4,205.1994120596819,0.0,619399547.5671831,120131322.63904399,224813060.55296705 
 07/21  19:00:00,2.4,36.8684596217668,0.0,597027709.0418773,136249710.75501783,224813060.55296705 
 07/21  20:00:00,2.4,0.0,0.0,559378761.587533,152517470.7542746,224813060.55296705 
 07/21  21:00:00,2.4,0.0,0.0,531289510.6049568,152517470.7542746,224813060.55296705 
 07/21  22:00:00,2.4,0.0,0.0,511805006.72946187,152517470.7542746,224813060.55296705 
 07/21  23:00:00,2.4,0.0,4173759.191610334,142835919.4692068,152517470.7542746,224813060.55296705 
 07/21  24:00:00,2.4,0.0,1741961.4518951663,179481449.4723959,152517470.7542746,224813060.55296705 
 07/21  01:00:00,2.4,0.0,2156834.8082025127,218405127.81706814,152517470.7542746,224813060.55296705 
 07/21  02:00:00,2.4,0.0,1450936.4693488894,229658486.07458443,152517470.7542746,224813060.55296705 
 07/21  03:00:00,2.4,0.0,1389122.5683247173,157236906.9092151,152517470.7542746,224813060.55296705 
 07/21  04:00:00,2.4,0.0,2611523.112441638,244483850.61403353,152517470.7542746,224813060.55296705 
 07/21  05:00:00,2.4,0.0,1313146.0794586132,235293131.76199238,152517470.7542746,224813060.55296705 
 07/21  06:00:00,2.4,0.0145891147909559,1589356.270798018,189261763.8106313,152517470.7542746,224813060.55296705 
 07/21  07:00:00,2.4,56.34860986772071,847967.737110331,382897763.4391736,131886500.00307139,224813060.55296705 
 07/21  08:00:00,2.4,231.85959147294114,0.0,384988282.9296329,119991185.40467142,224813060.55296705 
 07/21  09:00:00,2.4,375.607302565397,582381.715115824,448530236.60528066,119991185.40467142,224813060.55296705 
 07/21  10:00:00,2.4,470.73042604296429,0.0,575140069.4953009,119991185.40467142,224813060.55296705 
 07/21  11:00:00,2.4,529.8608859013466,0.0,615070589.375474,119991185.40467142,224813060.55296705 
 07/21  12:00:00,2.4,561.7438609980454,0.0,631661483.9508799,119991185.40467142,224813060.55296705 
 07/21  13:00:00,2.4,570.8458267551066,0.0,631277652.5761707,119991185.40467142,224813060.55296705 
 07/21  14:00:00,2.4,558.4131747035665,0.0,632875699.848103,119991185.40467142,224813060.55296705 
 07/21  15:00:00,2.4,522.7428547735229,0.0,635632228.5303344,119991185.40467142,224813060.55296705 
 07/21  16:00:00,2.4,458.79708920135365,0.0,638379488.8948919,119991185.40467142,224813060.55296705 
 07/21  17:00:00,2.4,357.08032063725866,0.0,635145996.2668629,119991185.40467142,224813060.55296705 
 07/21  18:00:00,2.4,205.1994120596819,0.0,621474849.7223474,120131322.63904399,224813060.55296705 
 07/21  19:00:00,2.4,36.8684596217668,0.0,598393395.215561,136249710.75501783,224813060.55296705 
 07/21  20:00:00,2.4,0.0,0.0,559895966.2874514,152517470.7542746,224813060.55296705 
 07/21  21:00:00,2.4,0.0,0.0,531770959.9260257,152517470.7542746,224813060.55296705 
 07/21  22:00:00,2.4,0.0,0.0,512219427.5175048,152517470.7542746,224813060.55296705 
 07/21  23:00:00,2.4,0.0,4166102.6680775599,143126619.8565329,152517470.7542746,224813060.55296705 
 07/21  24:00:00,2.4,0.0,1726874.7862016555,179684322.34853263,152517470.7542746,224813060.55296705 
 01/01  01:00:00,1.9375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  02:00:00,2.5,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  03:00:00,0.9375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  06:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  07:00:00,0.0,0.0,0.0,0.0,5897289.928284483,41385398.90873409 
 01/01  08:00:00,0.0,49.5,0.0,0.0,6218312.960142333,41385398.90873409 
 01/01  09:00:00,0.625,198.0,0.0,0.0,5343239.222819772,41385398.90873409 
 01/01  10:00:00,1.0,120.75,0.0,0.0,5173573.547439723,41385398.90873409 
 01/01  11:00:00,1.0,566.25,0.0,0.0,5173573.547439723,41385398.90873409 
 01/01  12:00:00,1.0,769.0,1760774.9900650515,44209834.02112856,5173573.547439723,41385398.90873409 
 01/01  13:00:00,1.0,598.75,1518254.5724607667,111218370.45124187,5173573.547439723,41385398.90873409 
 01/01  14:00:00,1.0,189.5625,424324.4056891326,84564704.15529213,5173573.547439723,41385398.90873409 
 01/01  15:00:00,1.0,709.6875,836274.9078058262,145169571.1877553,5173573.547439723,41385398.90873409 
 01/01  16:00:00,1.0,690.3125,478360.99836817497,124348126.88757432,5173573.547439723,41385398.90873409 
 01/01  17:00:00,1.0,463.3125,376542.1730882168,141368206.30426906,5210788.309150621,41385398.90873409 
 01/01  18:00:00,1.0,34.875,0.0,34294767.503599118,6357838.338173302,41385398.90873409 
 01/01  19:00:00,1.0,0.0,0.0,0.0,4802369.727932371,33399901.5013581 
 01/01  20:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  21:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  22:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  23:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/01  24:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 01/02  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/02  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/02  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/02  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/02  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/02  06:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/02  07:00:00,0.0,0.0,5049769.6075924229,119078645.63759882,10829279.40873432,55180531.87831212 
 01/02  08:00:00,0.0,33.1875,29623568.14712649,94669194.68126284,37566970.006843138,95796493.41677365 
 01/02  09:00:00,0.0,132.75,12518630.203874723,146861891.7325174,95370805.21993804,204227663.7591693 
 01/02  10:00:00,0.0,80.625,5150551.267938919,148520847.68885107,93124323.85391507,174055806.61631219 
 01/02  11:00:00,0.0,278.25,4195138.719201085,158545817.70320717,93124323.85391507,167093070.35257594 
 01/02  12:00:00,0.0,23.1875,1843497.400823037,173183705.56739895,93124323.85391507,174055806.61631219 
 01/02  13:00:00,0.0,0.0,3736564.375875541,183889340.98131765,93124323.85391507,177667514.30607478 
 01/02  14:00:00,0.0,105.9375,506155.75054136876,211670542.88377137,93124323.85391507,179858086.8360924 
 01/02  15:00:00,1.25,558.375,805813.8999145336,259268117.6622519,93124323.85391507,167093070.35257594 
 01/02  16:00:00,2.0,679.1875,127003.48547001486,313448272.8492021,93124323.85391507,167093070.35257594 
 01/02  17:00:00,2.0,466.375,0.0,310211782.4112569,93404876.94319245,177537174.74818034 
 01/02  18:00:00,2.0,35.125,0.0,229480674.83516393,61386655.669783908,140923939.57316489 
 01/02  19:00:00,2.0,0.0,0.0,192323908.3290706,39455915.84359869,69106004.40578464 
 01/02  20:00:00,2.0,0.0,0.0,171576442.3475964,39455915.84359869,59822356.05413629 
 01/02  21:00:00,1.375,0.0,0.0,155020706.4915945,26303943.895732467,59822356.05413629 
 01/02  22:00:00,1.0,0.0,0.0,141492862.53873004,26303943.895732467,55180531.87831212 
 01/02  23:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 01/02  24:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 01/03  01:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 01/03  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/03  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/03  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/03  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/03  06:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/03  07:00:00,0.0,0.0,4235453.229330901,125736914.75433609,10829279.40873432,55180531.87831212 
 01/03  08:00:00,0.0,39.5625,25609130.624808197,106036920.42026222,37309880.13889122,95796493.41677365 
 01/03  09:00:00,0.0,298.6875,10745381.502407453,159075827.01302899,94939479.42737177,204227663.7591693 
 01/03  10:00:00,0.0,657.625,6853021.973052401,188985186.0567193,93124323.85391507,174055806.61631219 
 01/03  11:00:00,0.0,377.5625,1049328.6746858564,197509900.6043188,93124323.85391507,167093070.35257594 
 01/03  12:00:00,0.0,135.9375,46722.3173127888,211628914.07333673,93124323.85391507,174055806.61631219 
 01/03  13:00:00,0.0,433.5,0.0,246190969.55198125,93124323.85391507,177667514.30607478 
 01/03  14:00:00,0.0,36.125,0.0,260967269.0637386,93124323.85391507,179858086.8360924 
 01/03  15:00:00,1.25,0.0,0.0,258538288.465308,93124323.85391507,167093070.35257594 
 01/03  16:00:00,2.0,0.0,0.0,259865420.8280113,93124323.85391507,167093070.35257594 
 01/03  17:00:00,2.0,0.0,0.0,263284543.90811239,93441130.12060625,177537174.74818034 
 01/03  18:00:00,2.0,0.0,0.0,231167254.9420001,61053624.31733653,140923939.57316489 
 01/03  19:00:00,2.0,0.0,0.0,202173289.58500374,39455915.84359869,69106004.40578464 
 01/03  20:00:00,2.0,0.0,0.0,183178660.7097062,39455915.84359869,59822356.05413629 
 01/03  21:00:00,1.375,0.0,0.0,166525734.57853855,26303943.895732467,59822356.05413629 
 01/03  22:00:00,1.0,0.0,0.0,152511530.2841248,26303943.895732467,55180531.87831212 
 01/03  23:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 01/03  24:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 01/04  01:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 01/04  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/04  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/04  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/04  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/04  06:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 01/04  07:00:00,0.0,0.0,4317504.65622339,129973870.50450769,10829279.40873432,55180531.87831212 
 01/04  08:00:00,0.0,37.6875,24389890.349884586,112374409.57087103,37365219.1112718,95796493.41677365 
 01/04  09:00:00,0.625,150.75,9395315.557806306,160448183.55759735,95877821.22282197,204227663.7591693 
 01/04  10:00:00,1.0,90.75,3967524.8672462508,163388371.63622976,93160574.65329165,174055806.61631219 
 01/04  11:00:00,1.0,404.4375,1858129.7439091388,179893499.354736,93124323.85391507,167093070.35257594 
 01/04  12:00:00,1.0,519.9375,0.0,222878029.4109771,93124323.85391507,174055806.61631219 
 01/04  13:00:00,1.0,676.5,0.0,247602367.72447369,93124323.85391507,177667514.30607478 
 01/04  14:00:00,1.0,710.25,0.0,300064552.5554892,93124323.85391507,179858086.8360924 
 01/04  15:00:00,2.25,647.125,0.0,320332201.2976647,93124323.85391507,167093070.35257594 
 01/04  16:00:00,3.0,661.3125,0.0,347979326.15225157,93124323.85391507,167093070.35257594 
 01/04  17:00:00,3.0,469.6875,0.0,341107347.9924537,93498394.63961825,177537174.74818034 
 01/04  18:00:00,3.0,35.5625,0.0,237981885.65512524,63276565.849324729,140923939.57316489 
 01/04  19:00:00,3.0,0.0,0.0,197937457.09245957,39455915.84359869,69106004.40578464 
 01/04  20:00:00,3.0,0.0,0.0,182155328.08117093,39455915.84359869,59822356.05413629 
