Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/21  19:00:00,2746900.269875695,28558.14024163578,86240203.56941432,14265108.0 
 07/21  20:00:00,1487466.2620097292,0.0,87973618.99078352,14265108.0 
 07/21  21:00:00,385113.0053076211,38247.68483869302,87973618.99078352,14265108.0 
 07/21  22:00:00,0.0,940114.3357591546,87973618.99078352,14265108.0 
 07/21  23:00:00,0.0,2070658.3692588257,87973618.99078352,14265108.0 
 07/21  24:00:00,0.0,3108634.685147293,87973618.99078352,14265108.0 
 07/21  01:00:00,2867622.5652499946,0.0,87973618.99078352,14265108.0 
 07/21  02:00:00,2161736.7903140496,0.0,87973618.99078352,14265108.0 
 07/21  03:00:00,1682106.2228721809,0.0,87973618.99078352,14265108.0 
 07/21  04:00:00,1247325.550210524,0.0,87973618.99078352,14265108.0 
 07/21  05:00:00,912749.1729189749,0.0,87973618.99078352,14265108.0 
 07/21  06:00:00,976972.59114997,0.0,87798374.58425924,14265108.0 
 07/21  07:00:00,1340824.124051957,0.0,75127345.02555853,14265108.0 
 07/21  08:00:00,2561158.1548762798,3589253.6505890169,59756493.309341337,14265108.0 
 07/21  09:00:00,4819028.987450923,12333255.75380427,50701126.57615301,36405432.0 
 07/21  10:00:00,6897827.378953375,10638012.957211055,45923222.6162171,36405432.0 
 07/21  11:00:00,8635576.491536238,11156248.551682707,45026190.11339775,36405432.0 
 07/21  12:00:00,8500365.129264877,11636450.287802808,45026190.11339775,36405432.0 
 07/21  13:00:00,4831268.523979045,11451192.82857014,44844902.796303678,14265108.0 
 07/21  14:00:00,2553004.391152198,11424475.864563108,44784473.690605659,36405432.0 
 07/21  15:00:00,2384334.394283545,11448848.854879093,44784473.690605659,36405432.0 
 07/21  16:00:00,4342048.180618155,11714381.477300473,48277258.00194784,36405432.0 
 07/21  17:00:00,4142538.93476781,12130463.390801384,56427088.06182987,36405432.0 
 07/21  18:00:00,8854961.471943226,12312877.656100242,69104601.48824336,14265108.0 
 07/21  19:00:00,10243269.722537592,0.0,85464029.277991,14265108.0 
 07/21  20:00:00,8550276.553726847,0.0,87973618.99078352,14265108.0 
 07/21  21:00:00,7454493.039495581,0.0,87973618.99078352,14265108.0 
 07/21  22:00:00,6110525.110511238,0.0,87973618.99078352,14265108.0 
 07/21  23:00:00,4933145.110209363,0.0,87973618.99078352,14265108.0 
 07/21  24:00:00,3856762.29176117,0.0,87973618.99078352,14265108.0 
 07/21  01:00:00,1253042.8605123067,0.0,87973618.99078352,14265108.0 
 07/21  02:00:00,551979.1315726686,0.0,87973618.99078352,14265108.0 
 07/21  03:00:00,101336.20635375829,24465.665920188985,87973618.99078352,14265108.0 
 07/21  04:00:00,0.0,354053.14078441067,87973618.99078352,14265108.0 
 07/21  05:00:00,0.0,685446.2233025263,87973618.99078352,14265108.0 
 07/21  06:00:00,0.0,621065.1426240029,87798374.58425924,14265108.0 
 07/21  07:00:00,47524.88804973873,369230.05418780396,76032881.69886482,14265108.0 
 07/21  08:00:00,1379844.0093424463,3142072.6913167724,59756493.309341337,14265108.0 
 07/21  09:00:00,3535225.2286523149,11877980.530821316,51477300.867576319,36405432.0 
 07/21  10:00:00,5566633.326061932,10449404.99015928,45983651.721915129,36405432.0 
 07/21  11:00:00,7291416.121029483,10878588.876820142,45026190.11339775,36405432.0 
 07/21  12:00:00,8507737.882084972,11383658.94606287,45026190.11339775,36405432.0 
 07/21  13:00:00,6425711.980924252,11462655.732247606,44844902.796303678,14265108.0 
 07/21  14:00:00,4046688.1310417179,12018956.263881579,44784473.690605659,36405432.0 
 07/21  15:00:00,3786179.2754131515,12191152.725173938,44784473.690605659,36405432.0 
 07/21  16:00:00,5573662.346078521,12532247.893450154,48277258.00194784,36405432.0 
 07/21  17:00:00,6156980.266786675,12922574.740088268,56427088.06182987,36405432.0 
 07/21  18:00:00,8012119.484826221,12913709.524594453,69104601.48824336,14265108.0 
 07/21  19:00:00,8534672.200894397,0.0,85464029.277991,14265108.0 
 07/21  20:00:00,6859572.555561989,0.0,87973618.99078352,14265108.0 
 07/21  21:00:00,5797497.349980695,0.0,87973618.99078352,14265108.0 
 07/21  22:00:00,4469164.431055032,0.0,87973618.99078352,14265108.0 
 07/21  23:00:00,3303767.302875061,0.0,87973618.99078352,14265108.0 
 07/21  24:00:00,2237353.941481366,0.0,87973618.99078352,14265108.0 
 07/21  01:00:00,0.0,531977.1837060964,87973618.99078352,14265108.0 
 07/21  02:00:00,0.0,1225405.3220297625,87973618.99078352,14265108.0 
 07/21  03:00:00,0.0,1694628.718447115,87973618.99078352,14265108.0 
 07/21  04:00:00,0.0,2120702.4041107075,87973618.99078352,14265108.0 
 07/21  05:00:00,0.0,2448257.1894070159,87973618.99078352,14265108.0 
 07/21  06:00:00,0.0,2384072.033344329,87798374.58425924,14265108.0 
 07/21  07:00:00,0.0,2112157.410864206,76093310.80456285,14265108.0 
 07/21  08:00:00,103673.9873940558,3209221.852200491,60662029.98264762,14265108.0 
 07/21  09:00:00,1974910.0487607984,10864714.025208135,51477300.867576319,36405432.0 
 07/21  10:00:00,4099281.248875794,10181374.18481354,45983651.721915129,36405432.0 
 07/21  11:00:00,5793495.08145435,10582050.074457413,45026190.11339775,36405432.0 
 07/21  12:00:00,7000985.9307746239,11085465.023640067,45026190.11339775,36405432.0 
 07/21  13:00:00,7631919.695398958,11198394.666068923,44905331.902001697,14265108.0 
 07/21  14:00:00,5738286.53195863,12543629.602521044,44784473.690605659,36405432.0 
 07/21  15:00:00,5344190.128093466,12924901.564286218,44784473.690605659,36405432.0 
 07/21  16:00:00,7026211.971186832,13343095.137328795,48277258.00194784,36405432.0 
 07/21  17:00:00,7244443.301996011,13762205.663194422,56427088.06182987,36405432.0 
 07/21  18:00:00,6444004.06855703,12651919.913412933,69880775.77966668,14265108.0 
 07/21  19:00:00,6588128.774451583,0.0,86240203.56941432,14265108.0 
 07/21  20:00:00,4999798.283605319,0.0,87973618.99078352,14265108.0 
 07/21  21:00:00,3954439.9559828278,0.0,87973618.99078352,14265108.0 
 07/21  22:00:00,2647068.37227943,0.0,87973618.99078352,14265108.0 
 07/21  23:00:00,1497921.3705669775,0.0,87973618.99078352,14265108.0 
 07/21  24:00:00,440875.18737977187,0.0,87973618.99078352,14265108.0 
 01/01  01:00:00,37581527.58099286,0.0,3747234.491921158,1691551.7859015002 
 01/01  02:00:00,43115430.15276767,0.0,3747234.491921158,1691551.7859015002 
 01/01  03:00:00,33933632.935623098,0.0,3747234.491921158,1691551.7859015002 
 01/01  04:00:00,52168509.67362334,0.0,3747234.491921158,1691551.7859015002 
 01/01  05:00:00,55184036.07844334,0.0,3747234.491921158,1691551.7859015002 
 01/01  06:00:00,37520291.60053828,1263.5236527903545,3747234.491921158,1691551.7859015002 
 01/01  07:00:00,53244377.29707887,789.465437393892,3747234.491921158,1691551.7859015002 
 01/01  08:00:00,48538140.44673708,0.0,3747234.491921158,1691551.7859015002 
 01/01  09:00:00,26558060.875773655,0.0,3747234.491921158,1691551.7859015002 
 01/01  10:00:00,27857751.18740136,0.0,3747234.491921158,1691551.7859015002 
 01/01  11:00:00,16103439.107843405,6471.743187967876,3747234.491921158,1691551.7859015002 
 01/01  12:00:00,12937643.045215507,0.0,3747234.491921158,1691551.7859015002 
 01/01  13:00:00,7140614.982669627,13251.676889135704,3747234.491921158,1691551.7859015002 
 01/01  14:00:00,6646260.607489166,0.0,3747234.491921158,1691551.7859015002 
 01/01  15:00:00,4409855.941791452,0.0,3747234.491921158,1691551.7859015002 
 01/01  16:00:00,5884724.0734064639,0.0,3747234.491921158,1691551.7859015002 
 01/01  17:00:00,20045414.77824305,0.0,3747234.491921158,1691551.7859015002 
 01/01  18:00:00,24339232.132890978,0.0,3747234.491921158,1691551.7859015002 
 01/01  19:00:00,19888577.198666179,0.0,3747234.491921158,1691551.7859015002 
 01/01  20:00:00,36820606.8296266,0.0,3747234.491921158,1691551.7859015002 
 01/01  21:00:00,45138392.74829733,0.0,3747234.491921158,1691551.7859015002 
 01/01  22:00:00,31708115.535758497,0.0,3747234.491921158,1691551.7859015002 
 01/01  23:00:00,49017284.7035763,0.0,3747234.491921158,1691551.7859015002 
 01/01  24:00:00,50485949.217712778,0.0,3747234.491921158,1691551.7859015002 
 01/02  01:00:00,33990709.945550929,0.0,3747234.491921158,9071659.785901502 
 01/02  02:00:00,49709678.707508478,0.0,3747234.491921158,9071659.785901502 
 01/02  03:00:00,48216490.31034382,0.0,3747234.491921158,9071659.785901502 
 01/02  04:00:00,33403129.71641743,0.0,3747234.491921158,9071659.785901502 
 01/02  05:00:00,53286435.6434527,0.0,3747234.491921158,9071659.785901502 
 01/02  06:00:00,54299334.15803628,0.0,3747234.491921158,9071659.785901502 
 01/02  07:00:00,55654865.15151097,0.0,8012822.756589862,9361966.1289885 
 01/02  08:00:00,96781954.1126475,0.0,50921269.740414578,10683204.881647502 
 01/02  09:00:00,57412393.34495951,0.0,64772221.119957599,36126625.763295 
 01/02  10:00:00,28156808.102782787,0.0,64597307.97459906,36126625.763295 
 01/02  11:00:00,19010461.918696144,487403.4468099475,58396476.82622413,36126625.763295 
 01/02  12:00:00,16361006.22948636,1217071.782107318,54547945.96467239,36126625.763295 
 01/02  13:00:00,21226209.73921124,1942937.818804172,56457378.66485812,13589930.1374973 
 01/02  14:00:00,14087767.336327624,1950718.364167659,52893404.844334308,36126625.763295 
 01/02  15:00:00,13374347.94900809,3825053.4930841235,59342917.277949977,36126625.763295 
 01/02  16:00:00,13420338.446961659,3757000.435402278,67297906.06913643,36126625.763295 
 01/02  17:00:00,25492613.250987039,129690.8385767134,64772221.1199576,36126625.763295 
 01/02  18:00:00,47612714.60505946,0.0,52046790.81583935,10683204.881647502 
 01/02  19:00:00,25149019.603003857,0.0,5154796.197385712,9071659.785901502 
 01/02  20:00:00,30311556.324603265,0.0,3747234.491921158,9071659.785901502 
 01/02  21:00:00,26894716.470406347,0.0,3747234.491921158,9071659.785901502 
 01/02  22:00:00,41274173.620608169,0.0,3747234.491921158,9071659.785901502 
 01/02  23:00:00,37447043.178029987,0.0,3747234.491921158,9071659.785901502 
 01/02  24:00:00,29904884.088076634,0.0,3747234.491921158,9071659.785901502 
 01/03  01:00:00,48046866.705546397,0.0,3747234.491921158,9071659.785901502 
 01/03  02:00:00,49362015.45611044,0.0,3747234.491921158,9071659.785901502 
 01/03  03:00:00,31032880.740267934,0.0,3747234.491921158,9071659.785901502 
 01/03  04:00:00,36142858.39709887,0.0,3747234.491921158,9071659.785901502 
 01/03  05:00:00,32185057.089188588,0.0,3747234.491921158,9071659.785901502 
 01/03  06:00:00,32350183.34312693,0.0,3747234.491921158,9071659.785901502 
 01/03  07:00:00,75267831.35455287,0.0,8012822.756589862,9361966.1289885 
 01/03  08:00:00,86920431.24375555,0.0,50921269.740414578,10683204.881647502 
 01/03  09:00:00,47520190.99043183,0.0,63413916.10999817,36126625.763295 
 01/03  10:00:00,24530676.325758246,0.0,63827327.87244085,36126625.763295 
 01/03  11:00:00,18154318.185454646,211247.37454429034,56197316.33389361,36126625.763295 
 01/03  12:00:00,16739925.230670646,556945.7489905249,49929708.93070369,36126625.763295 
 01/03  13:00:00,21428526.72548312,0.0,50642213.68474512,13589930.1374973 
 01/03  14:00:00,15383171.336706683,0.0,55092565.33666481,36126625.763295 
 01/03  15:00:00,14660559.017823842,0.0,58573211.10563963,36126625.763295 
 01/03  16:00:00,13648788.220750327,347743.43442265599,65796504.74329105,36126625.763295 
 01/03  17:00:00,18642760.939590277,132943.2262558157,64882453.074406009,36126625.763295 
 01/03  18:00:00,41682735.09116943,0.0,52046790.81583935,10683204.881647502 
 01/03  19:00:00,22232048.58553307,0.0,5154796.197385712,9071659.785901502 
 01/03  20:00:00,30269467.76141599,0.0,3747234.491921158,9071659.785901502 
 01/03  21:00:00,23393774.093772577,0.0,3747234.491921158,9071659.785901502 
 01/03  22:00:00,40046632.51263819,0.0,3747234.491921158,9071659.785901502 
 01/03  23:00:00,42263480.881324339,0.0,3747234.491921158,9071659.785901502 
 01/03  24:00:00,34054452.0797324,0.0,3747234.491921158,9071659.785901502 
 01/04  01:00:00,46608862.931118879,0.0,3747234.491921158,9071659.785901502 
 01/04  02:00:00,42989821.13153382,0.0,3747234.491921158,9071659.785901502 
 01/04  03:00:00,34161512.2007677,0.0,3747234.491921158,9071659.785901502 
 01/04  04:00:00,48315738.97189432,0.0,3747234.491921158,9071659.785901502 
 01/04  05:00:00,50240355.97505432,0.0,3747234.491921158,9071659.785901502 
 01/04  06:00:00,36155960.99333438,0.0,3747234.491921158,9071659.785901502 
 01/04  07:00:00,72876307.90138556,0.0,8012822.756589862,9361966.1289885 
 01/04  08:00:00,79224442.6704073,0.0,50921269.740414578,10683204.881647502 
 01/04  09:00:00,54601506.591618757,0.0,62152632.88645096,36126625.763295 
 01/04  10:00:00,37857154.859592918,0.0,60418903.03913912,36126625.763295 
 01/04  11:00:00,29902471.42922893,0.0,52568701.52154295,36126625.763295 
 01/04  12:00:00,21025402.34089226,0.0,48500254.61068354,36126625.763295 
 01/04  13:00:00,25648832.11361547,528172.6993312985,46159155.32461994,13589930.1374973 
 01/04  14:00:00,15514115.517720735,4411441.155748632,51535897.53013937,36126625.763295 
 01/04  15:00:00,15516380.497763765,1653330.7597150759,55054554.3178895,36126625.763295 
 01/04  16:00:00,18461234.168729418,0.0,64591041.50419735,36126625.763295 
 01/04  17:00:00,29676622.50963045,0.0,64992685.0288544,36126625.763295 
 01/04  18:00:00,50825202.18600559,0.0,52046790.81583935,10683204.881647502 
 01/04  19:00:00,27851877.053111227,0.0,5154796.197385712,9071659.785901502 
 01/04  20:00:00,28535452.791373474,0.0,3747234.491921158,9071659.785901502 
 01/04  21:00:00,20911996.20575016,0.0,3747234.491921158,9071659.785901502 
 01/04  22:00:00,43208815.606955628,0.0,3747234.491921158,9071659.785901502 
 01/04  23:00:00,46351145.44761976,0.0,3747234.491921158,9071659.785901502 
 01/04  24:00:00,34275671.40250348,0.0,3747234.491921158,9071659.785901502 
 01/05  01:00:00,47232860.338927078,0.0,3747234.491921158,9071659.785901502 
 01/05  02:00:00,48980744.56016223,0.0,3747234.491921158,9071659.785901502 
 01/05  03:00:00,34135311.99478746,0.0,3747234.491921158,9071659.785901502 
 01/05  04:00:00,49506116.24308697,0.0,3747234.491921158,9071659.785901502 
 01/05  05:00:00,51985172.13630939,0.0,3747234.491921158,9071659.785901502 
 01/05  06:00:00,36154223.65217699,0.0,3747234.491921158,9071659.785901502 
 01/05  07:00:00,67897202.51884029,0.0,8012822.756589862,9361966.1289885 
 01/05  08:00:00,94295669.19101087,0.0,50921269.740414578,10683204.881647502 
 01/05  09:00:00,56652692.36195208,0.0,62734763.60501845,36126625.763295 
 01/05  10:00:00,36970019.24976942,0.0,61040366.23822576,36126625.763295 
 01/05  11:00:00,25888033.140052029,0.0,54547945.96467239,36126625.763295 
 01/05  12:00:00,18790064.62037751,572778.1252830757,54547945.96467239,36126625.763295 
 01/05  13:00:00,26577041.418623926,4944767.642970636,59523593.029531318,13589930.1374973 
 01/05  14:00:00,15461625.571150558,7307624.168995658,60336888.46103465,36126625.763295 
 01/05  15:00:00,14237252.651748661,6271887.899444644,60882329.62257066,36126625.763295 
 01/05  16:00:00,14196503.281129696,4938597.171055145,67957654.21684624,36126625.763295 
 01/05  17:00:00,25188050.10537076,0.0,64772221.1199576,36126625.763295 
 01/05  18:00:00,50387218.431005898,0.0,52046790.81583935,10683204.881647502 
 01/05  19:00:00,27421646.257519116,0.0,5154796.197385712,9071659.785901502 
 01/05  20:00:00,32107026.610377198,0.0,3747234.491921158,9071659.785901502 
 01/05  21:00:00,21331815.394350809,0.0,3747234.491921158,9071659.785901502 
 01/05  22:00:00,44861491.48222022,0.0,3747234.491921158,9071659.785901502 
 01/05  23:00:00,47908900.75201311,0.0,3747234.491921158,9071659.785901502 
 01/05  24:00:00,35118669.25278191,0.0,3747234.491921158,9071659.785901502 
 01/06  01:00:00,48801782.32197239,0.0,3747234.491921158,9071659.785901502 
 01/06  02:00:00,52688652.13255237,0.0,3747234.491921158,9071659.785901502 
 01/06  03:00:00,37765769.53027666,0.0,3747234.491921158,9071659.785901502 
 01/06  04:00:00,51436937.47057372,0.0,3747234.491921158,9071659.785901502 
 01/06  05:00:00,54527341.01240729,0.0,3747234.491921158,9071659.785901502 
 01/06  06:00:00,35587138.898298788,0.0,3747234.491921158,9071659.785901502 
 01/06  07:00:00,66741569.92561801,0.0,8012822.756589862,9361966.1289885 
 01/06  08:00:00,80749324.33392594,0.0,50921269.740414578,10683204.881647502 
 01/06  09:00:00,51938803.80001557,0.0,63413916.10999817,36126625.763295 
 01/06  10:00:00,34569261.0609729,0.0,62211619.560421679,36126625.763295 
 01/06  11:00:00,30322939.352017769,0.0,52568701.52154295,36126625.763295 
 01/06  12:00:00,27389345.43544176,0.0,50589457.07841351,36126625.763295 
 01/06  13:00:00,19162272.856871148,582086.5707663131,48468273.841550979,13589930.1374973 
 01/06  14:00:00,14947122.819939455,3567207.746579211,54322859.164354469,36126625.763295 
 01/06  15:00:00,13941307.254318364,3316238.1134339796,59342917.277949977,36126625.763295 
 01/06  16:00:00,13923498.56492059,1019804.573601172,64438997.4290961,36126625.763295 
 01/06  17:00:00,30019805.377458227,0.0,64772221.1199576,36126625.763295 
 01/06  18:00:00,46301648.7247209,0.0,52046790.81583935,10683204.881647502 
 01/06  19:00:00,28665722.34983652,0.0,5154796.197385712,9071659.785901502 
 01/06  20:00:00,32840938.954074123,0.0,3747234.491921158,9071659.785901502 
 01/06  21:00:00,29744346.940468998,0.0,3747234.491921158,9071659.785901502 
 01/06  22:00:00,43616411.45802294,0.0,3747234.491921158,9071659.785901502 
 01/06  23:00:00,40925309.348005,0.0,3747234.491921158,9071659.785901502 
 01/06  24:00:00,31538784.17743521,0.0,3747234.491921158,9071659.785901502 
 01/07  01:00:00,49198868.647800799,0.0,3747234.491921158,1691551.7859015002 
 01/07  02:00:00,45665435.42257571,0.0,3747234.491921158,1691551.7859015002 
 01/07  03:00:00,31577994.120284089,0.0,3747234.491921158,1691551.7859015002 
 01/07  04:00:00,50521311.576831538,0.0,3747234.491921158,1691551.7859015002 
 01/07  05:00:00,50698163.97913474,0.0,3747234.491921158,1691551.7859015002 
 01/07  06:00:00,33024140.355743454,0.0,3747234.491921158,1691551.7859015002 
 01/07  07:00:00,47066202.01539231,0.0,3747234.491921158,1691551.7859015002 
 01/07  08:00:00,43636292.87160349,0.0,3747234.491921158,1691551.7859015002 
 01/07  09:00:00,24812778.713174259,0.0,3747234.491921158,1691551.7859015002 
 01/07  10:00:00,34923533.36548036,0.0,3747234.491921158,1691551.7859015002 
 01/07  11:00:00,29976299.56437967,0.0,3747234.491921158,1691551.7859015002 
 01/07  12:00:00,28993047.8782373,0.0,3747234.491921158,1691551.7859015002 
 01/07  13:00:00,34430563.37971465,34867.92495697187,3747234.491921158,1691551.7859015002 
 01/07  14:00:00,15837072.36417321,0.0,3747234.491921158,1691551.7859015002 
 01/07  15:00:00,18209392.67572906,0.0,3747234.491921158,1691551.7859015002 
 01/07  16:00:00,25132266.1923115,0.0,3747234.491921158,1691551.7859015002 
 01/07  17:00:00,33843976.41098721,0.0,3747234.491921158,1691551.7859015002 
 01/07  18:00:00,30216181.00431389,0.0,3747234.491921158,1691551.7859015002 
 01/07  19:00:00,49965527.545631017,0.0,3747234.491921158,1691551.7859015002 
 01/07  20:00:00,51109073.60547878,0.0,3747234.491921158,1691551.7859015002 
 01/07  21:00:00,34928088.44429291,0.0,3747234.491921158,1691551.7859015002 
 01/07  22:00:00,50303290.056846167,0.0,3747234.491921158,1691551.7859015002 
 01/07  23:00:00,48641906.88524019,0.0,3747234.491921158,1691551.7859015002 
 01/07  24:00:00,31783103.81432818,0.0,3747234.491921158,1691551.7859015002 
 01/08  01:00:00,47540486.71944931,0.0,3747234.491921158,9071659.785901502 
 01/08  02:00:00,47980104.41740793,0.0,3747234.491921158,9071659.785901502 
 01/08  03:00:00,32205396.80784134,0.0,3747234.491921158,9071659.785901502 
 01/08  04:00:00,50050425.298727188,0.0,3747234.491921158,9071659.785901502 
 01/08  05:00:00,50479149.422403607,0.0,3747234.491921158,9071659.785901502 
 01/08  06:00:00,35101997.80185507,0.0,3747234.491921158,9071659.785901502 
 01/08  07:00:00,78100621.5096507,0.0,8012822.756589862,9361966.1289885 
